autocoe_actionname,autocoe_desktopflowactionid,autocoe_dlpsupport,importsequencenumber,autocoe_moduledisplayname,autocoe_modulename,autocoe_modulesource,autocoe_selectorid,statuscode,statecode,timezoneruleversionnumber,utcconversiontimezonecode,versionnumber,owningbusinessunit
Populate text field on web page,4866a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.PopulateTextField.PopulateTextFieldPressDialogButton,Active,Active,,,4090292,40e6dccd-3039-ec11-b6e5-00224805ed01
Populate text field on web page,4666a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.PopulateTextField.PopulateTextField,Active,Active,,,4090291,40e6dccd-3039-ec11-b6e5-00224805ed01
Focus text field on web page,414304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.Focus.FocusCloseDialog,Active,Active,,,4090290,40e6dccd-3039-ec11-b6e5-00224805ed01
Populate text field on web page,4566a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.PopulateTextField.PopulateTextFieldCloseDialog,Active,Active,,,4090289,40e6dccd-3039-ec11-b6e5-00224805ed01
Hover mouse over element on web page,3a66a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.HoverOverElement,Active,Active,,,4090285,40e6dccd-3039-ec11-b6e5-00224805ed01
Click link on web page,3e4304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.Click.ClickNoWait,Active,Active,,,4090284,40e6dccd-3039-ec11-b6e5-00224805ed01
Run JavaScript function on web page,404304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.ExecuteJavascript,Active,Active,,,4090283,40e6dccd-3039-ec11-b6e5-00224805ed01
Go to web page,3d4304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.GoToWebPage.ReloadWebPageNoWait,Active,Active,,,4090282,40e6dccd-3039-ec11-b6e5-00224805ed01
Click link on web page,3f4304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.Click.Click,Active,Active,,,4090281,40e6dccd-3039-ec11-b6e5-00224805ed01
Click link on web page,3c66a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.Click.ClickPressDialogButton,Active,Active,,,4090280,40e6dccd-3039-ec11-b6e5-00224805ed01
Click link on web page,3b66a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.Click.ClickCloseDialog,Active,Active,,,4090279,40e6dccd-3039-ec11-b6e5-00224805ed01
Click download link on web page,3966a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.ClickDownloadLink,Active,Active,,,4090278,40e6dccd-3039-ec11-b6e5-00224805ed01
Go to web page,3b4304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.GoToWebPage.NavigateBackNoWait,Active,Active,,,4090272,40e6dccd-3039-ec11-b6e5-00224805ed01
Go to web page,394304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.GoToWebPage.NavigateForwardNoWait,Active,Active,,,4090271,40e6dccd-3039-ec11-b6e5-00224805ed01
Go to web page,3a4304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.GoToWebPage.NavigateForwardPressDialogButton,Active,Active,,,4090270,40e6dccd-3039-ec11-b6e5-00224805ed01
Go to web page,3566a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.GoToWebPage.ReloadWebPageCloseDialog,Active,Active,,,4090269,40e6dccd-3039-ec11-b6e5-00224805ed01
Go to web page,354304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.GoToWebPage.GoToWebPageNoWait,Active,Active,,,4090268,40e6dccd-3039-ec11-b6e5-00224805ed01
Go to web page,374304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.GoToWebPage.NavigateForwardCloseDialog,Active,Active,,,4090267,40e6dccd-3039-ec11-b6e5-00224805ed01
Go to web page,344304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.GoToWebPage.ReloadWebPagePressDialogButton,Active,Active,,,4090266,40e6dccd-3039-ec11-b6e5-00224805ed01
Go to web page,364304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.GoToWebPage.ReloadWebPage,Active,Active,,,4090265,40e6dccd-3039-ec11-b6e5-00224805ed01
Go to web page,2866a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.GoToWebPage.NavigateBackPressDialogButton,Active,Active,,,4090262,40e6dccd-3039-ec11-b6e5-00224805ed01
Go to web page,314304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.GoToWebPage.NavigateForward,Active,Active,,,4090260,40e6dccd-3039-ec11-b6e5-00224805ed01
Go to web page,324304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.GoToWebPage.NavigateBack,Active,Active,,,4090259,40e6dccd-3039-ec11-b6e5-00224805ed01
Go to web page,334304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.GoToWebPage.GoToWebPageCloseDialog,Active,Active,,,4090258,40e6dccd-3039-ec11-b6e5-00224805ed01
Go to web page,2366a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.GoToWebPage.GoToWebPagePressDialogButton,Active,Active,,,4090257,40e6dccd-3039-ec11-b6e5-00224805ed01
Create new tab,2466a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.CreateNewTab.CreateNewTabNoWait,Active,Active,,,4090256,40e6dccd-3039-ec11-b6e5-00224805ed01
Go to web page,2666a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.GoToWebPage.NavigateBackCloseDialog,Active,Active,,,4090255,40e6dccd-3039-ec11-b6e5-00224805ed01
Go to web page,2566a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.GoToWebPage.GoToWebPage,Active,Active,,,4090254,40e6dccd-3039-ec11-b6e5-00224805ed01
Create new tab,1f66a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.CreateNewTab.CreateNewTab,Active,Active,,,4090252,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Microsoft Edge,2f4304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchEdge.LaunchEdgeNoWait,Active,Active,,,4090251,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Microsoft Edge,2e4304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchEdge.LaunchEdgePressDialogButton,Active,Active,,,4090250,40e6dccd-3039-ec11-b6e5-00224805ed01
Create new tab,304304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.CreateNewTab.CreateNewTabPressDialogButton,Active,Active,,,4090249,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Microsoft Edge,1b66a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchEdge.AttachToEdgeByTitle,Active,Active,,,4090248,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Microsoft Edge,1d66a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchEdge.AttachToEdgeByUrl,Active,Active,,,4090247,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Microsoft Edge,1a66a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchEdge.AttachToTheForegroundEdge,Active,Active,,,4090246,40e6dccd-3039-ec11-b6e5-00224805ed01
Create new tab,1c66a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.CreateNewTab.CreateNewTabCloseDialog,Active,Active,,,4090245,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Chrome,2d4304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchChrome.AttachToChromeByTitle,Active,Active,,,4090242,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Microsoft Edge,1066a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchEdge.LaunchEdge,Active,Active,,,4090241,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Chrome,294304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchChrome.LaunchChromeNoWait,Active,Active,,,4090240,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Chrome,0f66a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchChrome.AttachToForegroundChrome,Active,Active,,,4090239,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Chrome,0e66a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchChrome.AttachToChromeByUrl,Active,Active,,,4090238,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Chrome,2b4304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchChrome.LaunchChromeCloseDialog,Active,Active,,,4090237,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Microsoft Edge,2c4304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchEdge.LaunchEdgeCloseDialog,Active,Active,,,4090236,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Chrome,2a4304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchChrome.LaunchChromePressDialogButton,Active,Active,,,4090235,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Firefox,fd65a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchFirefox.LaunchFirefoxPressDialogButton,Active,Active,,,4090232,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Firefox,0366a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchFirefox.AttachToFirefoxByUrl,Active,Active,,,4090231,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Firefox,264304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchFirefox.AttachToFirefoxByTitle,Active,Active,,,4090229,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Firefox,284304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchFirefox.LaunchFirefoxCloseDialog,Active,Active,,,4090227,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Chrome,274304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchChrome.LaunchChrome,Active,Active,,,4090226,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Firefox,0066a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchFirefox.AttachToForegroundFirefox,Active,Active,,,4090225,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Firefox,ff65a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchFirefox.LaunchFirefox,Active,Active,,,4090224,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Firefox,fe65a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchFirefox.LaunchFirefoxNoWait,Active,Active,,,4090223,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Internet Explorer,f265a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchInternetExplorer.AttachToInternetExplorerByTitle,Active,Active,,,4090220,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Internet Explorer,f365a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchInternetExplorer.AttachToForegroundInternetExplorer,Active,Active,,,4090219,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Internet Explorer,f165a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchInternetExplorer.LaunchAutomationBrowser,Active,Active,,,4090218,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Internet Explorer,f065a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchInternetExplorer.AttachToInternetExplorerByUrl,Active,Active,,,4090216,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Internet Explorer,ee65a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchInternetExplorer.LaunchAutomationBrowserCloseDialog,Active,Active,,,4090215,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Internet Explorer,ef65a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchInternetExplorer.LaunchAutomationBrowserNoWait,Active,Active,,,4090214,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Internet Explorer,244304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchInternetExplorer.LaunchAutomationBrowserPressDialogButton,Active,Active,,,4090213,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Internet Explorer,ed65a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchInternetExplorer.LaunchInternetExplorerNoWait,Active,Active,,,4090212,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Internet Explorer,234304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchInternetExplorer.LaunchInternetExplorerCloseDialog,Active,Active,,,4090209,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Internet Explorer,214304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchInternetExplorer.LaunchInternetExplorerPressDialogButton,Active,Active,,,4090208,40e6dccd-3039-ec11-b6e5-00224805ed01
Wait for web page content,224304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.WaitForWebPageContent.WebPageToNotContainElement,Active,Active,,,4090206,40e6dccd-3039-ec11-b6e5-00224805ed01
Launch new Internet Explorer,da65a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.LaunchInternetExplorer.LaunchInternetExplorer,Active,Active,,,4090205,40e6dccd-3039-ec11-b6e5-00224805ed01
Wait for web page content,204304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.WaitForWebPageContent.WebPageToContainText,Active,Active,,,4090204,40e6dccd-3039-ec11-b6e5-00224805ed01
Wait for web page content,db65a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.WaitForWebPageContent.WebPageToContainElement,Active,Active,,,4090203,40e6dccd-3039-ec11-b6e5-00224805ed01
If web page contains,1f4304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.IfWebPageContains.WebPageDoesNotContainText,Active,Active,,,4090202,40e6dccd-3039-ec11-b6e5-00224805ed01
Wait for web page content,d965a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.WaitForWebPageContent.WebPageToNotContainText,Active,Active,,,4090201,40e6dccd-3039-ec11-b6e5-00224805ed01
If web page contains,1e4304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.IfWebPageContains.WebPageContainsText,Active,Active,,,4090195,40e6dccd-3039-ec11-b6e5-00224805ed01
Invoke web service,1d4304e7-e2ce-ec11-a7b5-002248040e15,true,,HTTP,Web,Microsoft,Web.InvokeWebService.InvokeWebServiceUseAuthSaveToFile,Active,Active,,,4090194,40e6dccd-3039-ec11-b6e5-00224805ed01
If web page contains,1c4304e7-e2ce-ec11-a7b5-002248040e15,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.IfWebPageContains.WebPageContainsElement,Active,Active,,,4090193,40e6dccd-3039-ec11-b6e5-00224805ed01
Invoke web service,c065a7e7-e2ce-ec11-a7b5-00224804cf74,true,,HTTP,Web,Microsoft,Web.InvokeWebService.InvokeWebService,Active,Active,,,4090192,40e6dccd-3039-ec11-b6e5-00224805ed01
If web page contains,c365a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Browser automation,WebAutomation,Microsoft,WebAutomation.IfWebPageContains.WebPageDoesNotContainElement,Active,Active,,,4090191,40e6dccd-3039-ec11-b6e5-00224805ed01
Invoke web service,1a4304e7-e2ce-ec11-a7b5-002248040e15,true,,HTTP,Web,Microsoft,Web.InvokeWebService.InvokeWebServiceSaveToFolder,Active,Active,,,4090190,40e6dccd-3039-ec11-b6e5-00224805ed01
Invoke web service,c265a7e7-e2ce-ec11-a7b5-00224804cf74,true,,HTTP,Web,Microsoft,Web.InvokeWebService.InvokeWebServiceUseAuthSaveToFolder,Active,Active,,,4090189,40e6dccd-3039-ec11-b6e5-00224805ed01
Invoke web service,1b4304e7-e2ce-ec11-a7b5-002248040e15,true,,HTTP,Web,Microsoft,Web.InvokeWebService.InvokeWebServiceUseAuth,Active,Active,,,4090188,40e6dccd-3039-ec11-b6e5-00224805ed01
Download from web,bc65a7e7-e2ce-ec11-a7b5-00224804cf74,true,,HTTP,Web,Microsoft,Web.DownloadFromWeb.Download,Active,Active,,,4090185,40e6dccd-3039-ec11-b6e5-00224805ed01
Invoke web service,194304e7-e2ce-ec11-a7b5-002248040e15,true,,HTTP,Web,Microsoft,Web.InvokeWebService.InvokeWebServiceSaveToFile,Active,Active,,,4090184,40e6dccd-3039-ec11-b6e5-00224805ed01
Invoke SOAP web service,174304e7-e2ce-ec11-a7b5-002248040e15,true,,HTTP,Web,Microsoft,Web.InvokeSoapService.InvokeSoapServiceUseAuth,Active,Active,,,4090183,40e6dccd-3039-ec11-b6e5-00224805ed01
Download from web,b865a7e7-e2ce-ec11-a7b5-00224804cf74,true,,HTTP,Web,Microsoft,Web.DownloadFromWeb.DownloadToFolderUsePostAndAuth,Active,Active,,,4090182,40e6dccd-3039-ec11-b6e5-00224805ed01
Download from web,184304e7-e2ce-ec11-a7b5-002248040e15,true,,HTTP,Web,Microsoft,Web.DownloadFromWeb.DownloadUseAuth,Active,Active,,,4090181,40e6dccd-3039-ec11-b6e5-00224805ed01
Invoke SOAP web service,ba65a7e7-e2ce-ec11-a7b5-00224804cf74,true,,HTTP,Web,Microsoft,Web.InvokeSoapService.InvokeSoapService,Active,Active,,,4090180,40e6dccd-3039-ec11-b6e5-00224805ed01
Download from web,b965a7e7-e2ce-ec11-a7b5-00224804cf74,true,,HTTP,Web,Microsoft,Web.DownloadFromWeb.DownloadUsePost,Active,Active,,,4090179,40e6dccd-3039-ec11-b6e5-00224805ed01
Download from web,b765a7e7-e2ce-ec11-a7b5-00224804cf74,true,,HTTP,Web,Microsoft,Web.DownloadFromWeb.DownloadUsePostAndAuth,Active,Active,,,4090178,40e6dccd-3039-ec11-b6e5-00224805ed01
Download from web,ac65a7e7-e2ce-ec11-a7b5-00224804cf74,true,,HTTP,Web,Microsoft,Web.DownloadFromWeb.DownloadToFileUsePost,Active,Active,,,4090174,40e6dccd-3039-ec11-b6e5-00224805ed01
Download from web,a965a7e7-e2ce-ec11-a7b5-00224804cf74,true,,HTTP,Web,Microsoft,Web.DownloadFromWeb.DownloadToFileUseAuth,Active,Active,,,4090173,40e6dccd-3039-ec11-b6e5-00224805ed01
Set variable,ab65a7e7-e2ce-ec11-a7b5-00224804cf74,false,,Variables,Variables,Microsoft,Variables.Assign,Active,Active,,,4090172,40e6dccd-3039-ec11-b6e5-00224805ed01
Download from web,aa65a7e7-e2ce-ec11-a7b5-00224804cf74,true,,HTTP,Web,Microsoft,Web.DownloadFromWeb.DownloadToFolder,Active,Active,,,4090171,40e6dccd-3039-ec11-b6e5-00224805ed01
Download from web,144304e7-e2ce-ec11-a7b5-002248040e15,true,,HTTP,Web,Microsoft,Web.DownloadFromWeb.DownloadToFolderUseAuth,Active,Active,,,4090170,40e6dccd-3039-ec11-b6e5-00224805ed01
Download from web,164304e7-e2ce-ec11-a7b5-002248040e15,true,,HTTP,Web,Microsoft,Web.DownloadFromWeb.DownloadToFileUsePostAndAuth,Active,Active,,,4090169,40e6dccd-3039-ec11-b6e5-00224805ed01
Download from web,154304e7-e2ce-ec11-a7b5-002248040e15,true,,HTTP,Web,Microsoft,Web.DownloadFromWeb.DownloadToFolderUsePost,Active,Active,,,4090168,40e6dccd-3039-ec11-b6e5-00224805ed01
Download from web,134304e7-e2ce-ec11-a7b5-002248040e15,true,,HTTP,Web,Microsoft,Web.DownloadFromWeb.DownloadToFile,Active,Active,,,4090167,40e6dccd-3039-ec11-b6e5-00224805ed01
Create new list,a365a7e7-e2ce-ec11-a7b5-00224804cf74,false,,Variables,Variables,Microsoft,Variables.CreateNewList,Active,Active,,,4090166,40e6dccd-3039-ec11-b6e5-00224805ed01
Decrease variable,a265a7e7-e2ce-ec11-a7b5-00224804cf74,false,,Variables,Variables,Microsoft,Variables.DecreaseVariable,Active,Active,,,4090165,40e6dccd-3039-ec11-b6e5-00224805ed01
Convert JSON to custom object,9165a7e7-e2ce-ec11-a7b5-00224804cf74,false,,Variables,Variables,Microsoft,Variables.ConvertJsonToCustomObject,Active,Active,,,4090163,40e6dccd-3039-ec11-b6e5-00224805ed01
Convert custom object to JSON,9065a7e7-e2ce-ec11-a7b5-00224804cf74,false,,Variables,Variables,Microsoft,Variables.ConvertCustomObjectToJson,Active,Active,,,4090162,40e6dccd-3039-ec11-b6e5-00224805ed01
